run_accession,study_accession,NCBI BioSample Accession,tax_id,scientific_name,submitted_ftp,Study ID,Food Microbe Tracker IDb,Farm ID,Isolation Sourcec,Isolation Date (MM/DD/YY),NCBI Sequence Read Archive (SRA) Accession,Pulsed Field Gel Electrophoresis (PFGE) Type Number,Traditional Laboratory-Assigned Serotype,SeqSero2 Predicted Serotype,SISTR Serotype (Antigen),SISTR Serotype (cgMLST),WGS Phylogeny Serotype Clusterd,Used as a Reference for Within-Serotype SNP Calling (Serotype)e,Amikacin MIC,Amikacin  NARMS Breakpoint,Amikacin SIR,Amoxicillin/Clavulanic Acid MIC,Amoxicillin/Clavulanic Acid  NARMS Breakpoint,Amoxicillin/Clavulanic Acid SIR,Ampicillin MIC,Ampicillin  NARMS Breakpoint,Ampicillin SIR,Cefoxitin MIC,Cefoxitin  NARMS Breakpoint,Cefoxitin SIR,Ceftiofur MIC,Ceftiofur  NARMS Breakpoint,Ceftiofur SIR,Ceftriaxone MIC,Ceftriaxone  NARMS Breakpoint,Ceftriaxone SIR,Chloramphenicol MIC,Chloramphenicol  NARMS Breakpoint,Chloramphenicol SIR,Ciprofloxacin MIC,Ciprofloxacin  NARMS Breakpoint,Ciprofloxacin SIR,Gentamicin MIC,Gentamicin  NARMS Breakpoint,Gentamicin SIR,Kanamycin MIC,Kanamycin  NARMS Breakpoint,Kanamycin SIR,Nalidixic Acid MIC,Nalidixic Acid  NARMS Breakpoint,Nalidixic Acid SIR,Streptomycin MIC,Streptomycin  NARMS Breakpoint,Streptomycin SIR,Sulfamethoxazole/Trimethoprim MIC,Sulfamethoxazole/Trimethoprim  NARMS Breakpoint,Sulfamethoxazole/Trimethoprim SIR,Sulfisoxazole MICf,Sulfisoxazole  NARMS Breakpointf,Sulfisoxazole SIRf,Tetracycline MIC,Tetracycline  NARMS Breakpoint,Tetracycline SIR,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,Marker lineage,Completeness,Contamination
SRR15539782,PRJNA756552,SAMN20884402,486999,Salmonella enterica subsp. enterica serovar Meleagridis,NA,ENV_MELA_01_07-23-08_R8-1633,FSL R8-1633,1,Farm environment,23/07/2008,NA,CU-175,Meleagridis,Meleagridis,Meleagridis|Calabar,Meleagridis,Meleagridis,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,4,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,8,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,4,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,94,58,50,43,39,30,4809894,4799047,4782826,4727598,4644722,4353143,94,429622,4809894,52.11,172956,92295,9,19,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539783,PRJNA756552,SAMN20884419,58712,Salmonella enterica subsp. enterica serovar Anatum,NA,ENV_ANAT_56_06-12-08_R8-1402,FSL R8-1402,56,Farm environment,12/06/2008,NA,CU-1026,Anatum,Anatum,Anatum|Hayindogo,Anatum,Anatum,Yes (Anatum),1,16;32;64,S,32,8;16;32,R,32,8;16;32,R,32,8;16;32,R,8,2;4;8,R,32,1;2;4,R,8,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,4,16;32,S,32,32;64,S,0.12,2;4,S,16,256;512,S,4,4;8;16,S,56,23,20,18,18,14,4833250,4821606,4814352,4802038,4802038,4676814,56,806408,4833250,52.15,415429,328865,4,7,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539784,PRJNA756552,SAMN20884418,340188,Salmonella enterica subsp. enterica serovar Cerro,NA,ENV_CERO_62_04-16-09_R8-3664,FSL R8-3664,62,Farm environment,16/04/2009,NA,CU-213,Cerro,Cerro,Cerro,Cerro,Cerro,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,16,256;512,S,4,4;8;16,S,104,75,59,53,45,30,4672447,4661635,4626749,4582169,4449718,3885699,104,323550,4672447,52.22,131439,59115,11,24,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539785,PRJNA756552,SAMN20884417,108619,Salmonella enterica subsp. enterica serovar Newport,NA,ENV_NEWP_35_10-02-08_R8-2249,FSL R8-2249,35,Farm environment,02/10/2008,NA,CU-1032,Newport,Newport,Newport|Bardo|Ferruch|Kottbus,Newport,Newport,No (Not Applicable),1,16;32;64,S,32,8;16;32,R,32,8;16;32,R,32,8;16;32,R,8,2;4;8,R,16,1;2;4,R,32,8;16;32,R,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,2,16;32,S,64,32;64,R,0.25,2;4,S,256,256;512,R,32,4;8;16,R,93,62,53,50,41,25,4913117,4902081,4884178,4863426,4707077,4081408,93,383305,4913117,52.19,186730,78231,10,20,0,f__Enterobacteriaceae (UID5139),100,0.24
SRR15539786,PRJNA756552,SAMN20884416,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,BOV_KENT_14_11-06-07_R6-0942,FSL R6-0942,14,Bovine,06/11/2007,NA,CU-96,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,68,46,35,33,30,22,4728560,4721842,4698463,4684092,4632520,4356628,68,717379,4728560,52.13,334857,107063,5,11,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539787,PRJNA756552,SAMN20884415,90371,Salmonella enterica subsp. enterica serovar Typhimurium,NA,BOV_TYPH_22_01-18-08_R8-0231,FSL R8-0231,22,Bovine,18/01/2008,NA,CU-71,Typhimurium,Typhimurium,Typhimurium|Lagos,Typhimurium,Typhimurium/Typhimurium Copenhagen,No (Not Applicable),4,16;32;64,S,1,8;16;32,S,1,8;16;32,S,2,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,8,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,0.88,16;32;64,S,4,16;32,S,8,32;64,S,0.12,2;4,S,16,256;512,S,4,4;8;16,S,107,83,69,65,49,35,4745846,4734944,4710140,4681480,4410541,3938280,107,329432,4745846,52.18,95109,63506,14,29,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539788,PRJNA756552,SAMN20884414,58712,Salmonella enterica subsp. enterica serovar Anatum,NA,ENV_ANAT_39_02-21-08_R8-0348,FSL R8-0348,39,Farm environment,21/02/2008,NA,CU-423,Anatum var. 15+,Anatum,Anatum|Hayindogo,Anatum,Anatum,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,4,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,4,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,77,55,44,39,35,24,4729551,4720556,4695555,4652828,4573350,4185025,77,763847,4729551,52.16,209081,92954,7,16,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539789,PRJNA756552,SAMN20884413,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,BOV_KENT_17_12-12-07_R8-0211,FSL R8-0211,17,Bovine,12/12/2007,NA,PFGE not performed,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,99,72,59,52,42,27,4730295,4719590,4688057,4632973,4449826,3927408,99,345966,4730295,52.13,161480,88572,11,21,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539790,PRJNA756552,SAMN20884527,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,BOV_KENT_42_03-13-08_R8-0863,FSL R8-0863,42,Bovine,13/03/2008,NA,CU-96,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),4,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,8,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.25,2;4,S,64,256;512,S,4,4;8;16,S,116,35,24,23,23,18,4757572,4722666,4700812,4695508,4695508,4527132,116,745842,4757572,52.12,408292,218909,4,8,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539791,PRJNA756552,SAMN20884526,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,ENV_KENT_42_04-23-08_R8-0913,FSL R8-0913,42,Farm environment,23/04/2008,NA,CU-96,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,0.75,16;32;64,S,2,16;32,S,8,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,60,34,25,24,22,17,4730146,4719483,4700654,4695350,4661225,4491597,60,745842,4730146,52.14,433374,237489,4,8,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539792,PRJNA756552,SAMN20884525,486999,Salmonella enterica subsp. enterica serovar Meleagridis,NA,BOV_MELA_01_12-11-07_R8-0198,FSL R8-0198,1,Bovine,11/12/2007,NA,CU-175,Meleagridis,Meleagridis,Meleagridis|Calabar,Meleagridis,Meleagridis,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,4,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,4,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,65,35,28,27,26,20,4807153,4799587,4783810,4777625,4756129,4538090,65,616063,4807153,52.12,240426,192172,7,13,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539793,PRJNA756552,SAMN20884524,108619,Salmonella enterica subsp. enterica serovar Newport,NA,BOV_NEWP_17_11-07-07_R6-0956,FSL R6-0956,17,Bovine,07/11/2007,NA,CU-121,Newport,Newport,Newport|Bardo|Ferruch|Kottbus,Newport,Newport,No (Not Applicable),2,16;32;64,S,32,8;16;32,R,32,8;16;32,R,32,8;16;32,R,8,2;4;8,R,32,1;2;4,R,32,8;16;32,R,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,64,16;32;64,R,4,16;32,S,64,32;64,R,0.12,2;4,S,256,256;512,R,32,4;8;16,R,125,82,55,50,39,29,4976546,4960819,4898885,4861842,4678588,4325340,125,341594,4976546,52.16,172313,96262,11,20,0,f__Enterobacteriaceae (UID5139),100,0.22
SRR15539794,PRJNA756552,SAMN20884523,340188,Salmonella enterica subsp. enterica serovar Cerro,NA,ENV_CERO_62_03-05-09_R8-3445,FSL R8-3445,62,Farm environment,05/03/2009,NA,CU-213,Cerro,Cerro,Cerro,Cerro,Cerro,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,16,256;512,S,4,4;8;16,S,106,73,58,49,43,27,4667262,4655905,4625569,4553452,4460729,3922946,106,343982,4667262,52.23,166900,81857,10,21,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539795,PRJNA756552,SAMN20884522,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,ENV_KENT_17_03-11-08_R8-0815,FSL R8-0815,17,Farm environment,11/03/2008,NA,CU-834,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,2,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,8,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.25,2;4,S,32,256;512,S,32,4;8;16,R,160,127,98,85,63,34,4835833,4819945,4748649,4646137,4247111,3302495,160,218864,4835833,52.07,76598,37611,20,42,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539796,PRJNA756552,SAMN20884521,90371,Salmonella enterica subsp. enterica serovar Typhimurium,NA,ENV_TCOP_25_07-01-08_R8-1623,FSL R8-1623,25,Farm environment,01/07/2008,NA,CU-104,Typhimurium Copenhagen,Typhimurium O5- (Typhimurium Copenhagen),Typhimurium|Lagos,Typhimurium,Typhimurium/Typhimurium Copenhagen,No (Not Applicable),2,16;32;64,S,32,8;16;32,R,32,8;16;32,R,2,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.03,0.06;0.12 - 0.5;1,S,4,4;8;16,S,64,16;32;64,R,4,16;32,S,64,32;64,R,0.12,2;4,S,256,256;512,R,32,4;8;16,R,104,71,57,48,37,28,5143967,5131523,5100494,5043676,4843676,4559512,104,608335,5143967,52.15,166185,91169,7,17,0,f__Enterobacteriaceae (UID5139),100,0.22
SRR15539797,PRJNA756552,SAMN20884520,58712,Salmonella enterica subsp. enterica serovar Anatum,NA,ENV_ANAT_39_11-13-07_R6-0928,FSL R6-0928,39,Farm environment,13/11/2007,NA,CU-424,Anatum,Anatum,Anatum|Hayindogo,Anatum,Anatum,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,4,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,4,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,139,106,82,72,55,31,4689353,4676080,4618953,4540605,4246554,3369861,139,268236,4689353,52.18,91149,47334,16,35,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539798,PRJNA756552,SAMN20884412,108619,Salmonella enterica subsp. enterica serovar Newport,NA,BOV_NEWP_35_10-02-08_R8-2688,FSL R8-2688,35,Bovine,02/10/2008,NA,CU-126,Newport,Newport,Newport|Bardo|Ferruch|Kottbus,Newport,Newport,Yes (Newport),1,16;32;64,S,32,8;16;32,R,32,8;16;32,R,32,8;16;32,R,8,2;4;8,R,16,1;2;4,R,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,2,16;32,S,64,32;64,R,0.25,2;4,S,256,256;512,R,32,4;8;16,R,78,34,24,23,17,12,4914520,4897550,4876250,4869979,4770170,4591594,78,1251072,4914520,52.18,503814,380754,4,6,0,f__Enterobacteriaceae (UID5139),100,0.24
SRR15539799,PRJNA756552,SAMN20884519,90371,Salmonella enterica subsp. enterica serovar Typhimurium,NA,ENV_TYPH_22_03-14-08_R8-0820,FSL R8-0820,22,Farm environment,14/03/2008,NA,CU-71,Typhimurium,Typhimurium,Typhimurium|Lagos,Typhimurium,Typhimurium/Typhimurium Copenhagen,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,4,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,8,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,4,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,163,126,98,89,60,34,4748273,4731322,4670804,4610083,4076015,3149104,163,191687,4748273,52.17,70356,37802,21,44,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539800,PRJNA756552,SAMN20884518,340188,Salmonella enterica subsp. enterica serovar Cerro,NA,ENV_CERO_62_07-22-08_R8-1632,FSL R8-1632,62,Farm environment,22/07/2008,NA,CU-213,Cerro,Cerro,Cerro,Cerro,Cerro,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,16,256;512,S,4,4;8;16,S,85,56,44,37,32,24,4671866,4661027,4641304,4588088,4515256,4232777,85,549946,4671866,52.22,213151,120359,8,15,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539801,PRJNA756552,SAMN20884517,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,ENV_KENT_19_10-02-08_R8-2813,FSL R8-2813,19,Farm environment,02/10/2008,NA,PFGE not performed,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,98,71,60,54,47,34,4732426,4721855,4696669,4650472,4515909,4011484,98,312634,4732426,52.12,127924,64512,14,27,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539802,PRJNA756552,SAMN20884516,340188,Salmonella enterica subsp. enterica serovar Cerro,NA,BOV_CERO_35_10-02-08_R8-2685,FSL R8-2685,35,Bovine,02/10/2008,NA,CU-126,Newport,Cerro,Cerro,Cerro,Cerro,No (Not Applicable),1,16;32;64,S,32,8;16;32,R,32,8;16;32,R,32,8;16;32,R,8,2;4;8,R,32,1;2;4,R,32,8;16;32,R,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,0.75,16;32;64,S,2,16;32,S,64,32;64,R,0.12,2;4,S,256,256;512,R,32,4;8;16,R,86,48,38,32,31,23,4660933,4649164,4624998,4578087,4563708,4291026,86,506114,4660933,52.23,218933,132390,8,14,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539803,PRJNA756552,SAMN20884515,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,ENV_KENT_42_07-23-08_R8-1640,FSL R8-1640,42,Farm environment,23/07/2008,NA,CU-96,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),0.5,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,1,16;32;64,S,2,16;32,S,8,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,97,73,56,53,44,27,4730929,4723356,4687067,4665850,4507277,3888916,97,368640,4730929,52.12,150150,75971,11,22,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539804,PRJNA756552,SAMN20884514,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,BOV_KENT_16_02-13-08_R8-0836,FSL R8-0836,16,Bovine,13/02/2008,NA,CU-96,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,2,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,8,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,61,40,31,28,27,20,4729936,4723194,4704684,4684638,4669581,4412482,61,717728,4729936,52.13,301253,149005,5,10,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539805,PRJNA756552,SAMN20884513,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,ENV_KENT_16_12-04-07_R8-0061,FSL R8-0061,16,Farm environment,04/12/2007,NA,CU-96,"8,20:-:z6",I -,Kentucky,Kentucky,Kentucky,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,2,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,16,8;16;32,I,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,4,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,350,258,180,135,65,19,4717994,4668603,4486068,4161843,2965181,1456150,350,192230,4717994,52.2,29802,18902,43,92,0,f__Enterobacteriaceae (UID5139),100,0.48
SRR15539806,PRJNA756552,SAMN20884512,90371,Salmonella enterica subsp. enterica serovar Typhimurium,NA,ENV_TYPH_25_05-01-08_R8-1385,FSL R8-1385,25,Farm environment,01/05/2008,NA,CU-104,Typhimurium,Typhimurium O5- (Typhimurium Copenhagen),Typhimurium|Lagos,Typhimurium,Typhimurium/Typhimurium Copenhagen,No (Not Applicable),1,16;32;64,S,8,8;16;32,S,32,8;16;32,R,2,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,64,16;32;64,R,2,16;32,S,64,32;64,R,0.12,2;4,S,256,256;512,R,32,4;8;16,R,944,706,313,160,21,1,5112749,4966823,3992969,2897279,720262,53993,944,53993,5112749,52.06,11937,5741,129,284,0,f__Enterobacteriaceae (UID5139),99.07,4.66
SRR15539807,PRJNA756552,SAMN20884511,340188,Salmonella enterica subsp. enterica serovar Cerro,NA,ENV_CERO_62_12-11-08_R8-3138,FSL R8-3138,62,Farm environment,11/12/2008,NA,PFGE not performed,Cerro,Cerro,Cerro,Cerro,Cerro,No (Not Applicable),1,16;32;64,S,1,8;16;32,S,1,8;16;32,S,2,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,2,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,16,256;512,S,4,4;8;16,S,78,50,39,34,32,24,4671725,4662355,4639200,4601261,4559691,4255434,78,622540,4671725,52.22,213387,95449,8,15,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539808,PRJNA756552,SAMN20884510,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,ENV_KENT_42_01-17-08_R8-0191,FSL R8-0191,42,Farm environment,17/01/2008,NA,CU-96,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,1,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,93,63,50,43,36,28,4731207,4720232,4692060,4633639,4524364,4255937,93,506043,4731207,52.13,191466,97482,9,18,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539809,PRJNA756552,SAMN20884411,192955,Salmonella enterica subsp. enterica serovar Kentucky,NA,ENV_KENT_17_06-17-08_R8-1405,FSL R8-1405,17,Farm environment,17/06/2008,NA,CU-96,Kentucky,Kentucky,Kentucky,Kentucky,Kentucky,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,2,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,4,4;8;16,S,67,36,27,26,24,18,4731934,4719698,4700869,4695565,4661440,4453727,67,745842,4731934,52.14,265748,218907,5,10,0,f__Enterobacteriaceae (UID5139),100,0.33
SRR15539810,PRJNA756552,SAMN20884509,340188,Salmonella enterica subsp. enterica serovar Cerro,NA,ENV_CERO_62_05-28-09_R8-4025,FSL R8-4025,62,Farm environment,28/05/2009,NA,CU-213,Cerro,Cerro,Cerro,Cerro,Cerro,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,2,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,16,256;512,S,4,4;8;16,S,179,132,106,89,62,32,4666151,4645879,4587923,4457274,4010206,2969690,179,247053,4666151,52.24,69404,33757,21,45,0,f__Enterobacteriaceae (UID5139),100,0.13
SRR15539811,PRJNA756552,SAMN20884508,58712,Salmonella enterica subsp. enterica serovar Anatum,NA,BOV_ANAT_56_04-19-08_R8-0968,FSL R8-0968,56,Bovine,19/04/2008,NA,CU-430,Anatum,Anatum,Anatum|Hayindogo,Anatum,Anatum,No (Not Applicable),0.5,16;32;64,S,1,8;16;32,S,1,8;16;32,S,4,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.25,4;8;16,S,8,16;32;64,S,4,16;32,S,32,32;64,S,0.12,2;4,S,32,256;512,S,32,4;8;16,R,113,79,69,64,53,38,4873035,4860483,4836452,4795997,4585260,4044478,113,262736,4873035,52.09,95628,61128,16,32,0,f__Enterobacteriaceae (UID5139),100,0.04
SRR15539812,PRJNA756552,SAMN20884507,90371,Salmonella enterica subsp. enterica serovar Typhimurium,NA,ENV_TYPH_22_01-18-08_R8-0174,FSL R8-0174,22,Farm environment,18/01/2008,NA,CU-71,Typhimurium,Typhimurium,Typhimurium|Lagos,Typhimurium,Typhimurium/Typhimurium Copenhagen,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,2,8;16;32,S,1,2;4;8,S,0.25,1;2;4,S,8,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,4,16;32,S,32,32;64,S,0.25,2;4,S,32,256;512,S,4,4;8;16,S,88,59,49,45,34,30,4746641,4737315,4719519,4697194,4510164,4360131,88,430182,4746641,52.18,178404,92884,9,18,0,f__Enterobacteriaceae (UID5139),99.9,0.04
SRR15539813,PRJNA756552,SAMN20884506,340188,Salmonella enterica subsp. enterica serovar Cerro,NA,ENV_CERO_62_01-22-09_R8-3412,FSL R8-3412,62,Farm environment,22/01/2009,NA,PFGE not performed,Cerro,Cerro,Cerro,Cerro,Cerro,No (Not Applicable),2,16;32;64,S,1,8;16;32,S,1,8;16;32,S,2,8;16;32,S,0.5,2;4;8,S,0.25,1;2;4,S,4,8;16;32,S,0.015,0.06;0.12 - 0.5;1,S,0.5,4;8;16,S,8,16;32;64,S,2,16;32,S,32,32;64,S,0.12,2;4,S,16,256;512,S,4,4;8;16,S,89,59,48,39,35,25,4672309,4662158,4640920,4569721,4514352,4143857,89,572619,4672309,52.22,196575,95449,9,17,0,f__Enterobacteriaceae (UID5139),100,0.04
